14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-03-123-001-0000,339,E,42ND,ST,6702,3,GRAND BOULEVARD,RM-5,47th/King,"339 E 42ND ST
CHICAGO, IL
(41.818413, -87.617633)"
20-03-123-009-0000,4225,S,CALUMET,AVE,3023,3,GRAND BOULEVARD,RM-5,47th/King,"4225 S CALUMET AVE
CHICAGO, IL
(41.817775, -87.618374)"
20-03-123-018-0000,4247,S,CALUMET,AVE,12652,3,GRAND BOULEVARD,RM-5,47th/King,"4247 S CALUMET AVE
CHICAGO, IL
(41.817646, -87.618369)"
20-03-200-006-0000,3921,S,DR MARTIN LUTHER KING JR,DR,2798,3,GRAND BOULEVARD,RM-5,Bronzeville,"3921 S DR MARTIN LUTHER KING JR DR
CHICAGO, IL
"
20-03-200-007-0000,3923,S,DR MARTIN LUTHER KING JR,DR,4546,3,GRAND BOULEVARD,RM-5,Bronzeville,"3923 S DR MARTIN LUTHER KING JR DR
CHICAGO, IL
"
20-03-200-008-0000,3925,S,DR MARTIN LUTHER KING JR,DR,4199,3,GRAND BOULEVARD,RM-5,Bronzeville,"3925 S DR MARTIN LUTHER KING JR DR
CHICAGO, IL
"
20-03-200-020-0000,511,E,PERSHING,RD,6932,3,GRAND BOULEVARD,B3-3,Pershing/King,"511 E PERSHING RD
CHICAGO, IL
(41.82389, -87.614146)"
20-03-201-055-0000,641,E,PERSHING,RD,16929,4,GRAND BOULEVARD,B3-3,43rd/Cottage Grove,"641 E PERSHING RD
CHICAGO, IL
(41.823906, -87.611446)"
20-03-201-058-0000,3907,S,VINCENNES,AVE,4921,4,GRAND BOULEVARD,B3-3,43rd/Cottage Grove,"3907 S VINCENNES AVE
CHICAGO, IL
(41.823691, -87.612652)"
20-03-201-062-0000,3912,S,VINCENNES,AVE,2248,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"3912 S VINCENNES AVE
CHICAGO, IL
(41.823607, -87.612671)"
20-03-201-063-0000,3925,S,VINCENNES,AVE,1958,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"3925 S VINCENNES AVE
CHICAGO, IL
(41.82338, -87.612723)"
20-03-201-064-0000,3927,S,VINCENNES,AVE,2065,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"3927 S VINCENNES AVE
CHICAGO, IL
(41.823339, -87.612732)"
20-03-201-065-0000,3929,S,VINCENNES,AVE,7262,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"3929 S VINCENNES AVE
CHICAGO, IL
(41.823249, -87.612752)"
20-03-201-066-0000,3920,S,LANGLEY,AVE,2441,4,GRAND BOULEVARD,B3-3,43rd/Cottage Grove,"3920 S LANGLEY AVE
CHICAGO, IL
(41.823276, -87.609794)"
20-03-202-004-0000,707,E,PERSHING,RD,2869,4,GRAND BOULEVARD,B3-3,Madden/Wells,"707 E PERSHING RD
CHICAGO, IL
(41.823973, -87.609528)"
20-03-202-012-0000,739,E,PERSHING,RD,4017,4,GRAND BOULEVARD,POS-2,Madden/Wells,"739 E PERSHING RD
CHICAGO, IL
(41.823979, -87.608396)"
20-03-202-013-0000,739,E,PERSHING,RD,5865,4,GRAND BOULEVARD,POS-2,Madden/Wells,"739 E PERSHING RD
CHICAGO, IL
(41.823979, -87.608396)"
20-03-202-014-0000,739,E,PERSHING,RD,5722,4,GRAND BOULEVARD,POS-2,Madden/Wells,"739 E PERSHING RD
CHICAGO, IL
(41.823979, -87.608396)"
20-03-202-015-0000,3915,S,LANGLEY,AVE,3373,4,GRAND BOULEVARD,RM-5,Madden/Wells,"3915 S LANGLEY AVE
CHICAGO, IL
(41.823399, -87.609796)"
20-03-202-023-0000,730,E,OAKWOOD,BLVD,12225,4,GRAND BOULEVARD,POS-2,Madden/Wells,"730 E OAKWOOD BLVD
CHICAGO, IL
(41.822764, -87.607873)"
20-03-202-029-0000,3906,S,COTTAGE GROVE,AVE,383,4,GRAND BOULEVARD,POS-2,Madden/Wells,"3906 S COTTAGE GROVE AVE
CHICAGO, IL
(41.82371, -87.606878)"
20-03-203-027-0000,521,E,OAKWOOD,BLVD,2588,3,GRAND BOULEVARD,RM-5,Pershing/King,"521 E OAKWOOD BLVD
CHICAGO, IL
(41.822699, -87.613366)"
20-03-207-020-0000,3971,S,VINCENNES,AVE,19972,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"3971 S VINCENNES AVE
CHICAGO, IL
(41.822049, -87.613022)"
20-03-208-004-0000,713,E,OAKWOOD,BLVD,5752,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"713 E OAKWOOD BLVD
CHICAGO, IL
(41.822749, -87.609013)"
20-03-208-010-0000,743,E,OAKWOOD,BLVD,3255,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"743 E OAKWOOD BLVD
CHICAGO, IL
(41.822764, -87.608122)"
20-03-209-056-0000,4008,S,VINCENNES,AVE,3238,3,GRAND BOULEVARD,RT-4,41st/King,"4008 S VINCENNES AVE
CHICAGO, IL
(41.820811, -87.61329)"
20-03-209-057-0000,4010,S,VINCENNES,AVE,3236,3,GRAND BOULEVARD,RT-4,41st/King,"4010 S VINCENNES AVE
CHICAGO, IL
(41.810966, -87.61382)"
20-03-209-058-0000,4014,S,VINCENNES,AVE,3238,3,GRAND BOULEVARD,RT-4,41st/King,"4014 S VINCENNES AVE
CHICAGO, IL
(41.820675, -87.613317)"
20-03-209-059-0000,4016,S,VINCENNES,AVE,3236,3,GRAND BOULEVARD,RT-4,41st/King,"4016 S VINCENNES AVE
CHICAGO, IL
(41.820606, -87.613331)"
20-03-210-055-0000,620,E,41ST,ST,3259,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"620 E 41ST ST
CHICAGO, IL
(41.820306, -87.611052)"
20-03-211-001-0000,4015,S,LANGLEY,AVE,2698,4,GRAND BOULEVARD,RT-4/C1-2,43rd/Cottage Grove,"4015 S LANGLEY AVE
CHICAGO, IL
(41.820879, -87.60975)"
20-03-211-009-0000,705,E,40TH,ST,2468,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"705 E 40TH ST
CHICAGO, IL
(41.821475, -87.609389)"
20-03-211-021-0000,751,E,40TH,ST,4260,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"751 E 40TH ST
CHICAGO, IL
(41.821514, -87.60778)"
20-03-211-022-0000,753,E,40TH,ST,4264,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"753 E 40TH ST
CHICAGO, IL
(41.821516, -87.607691)"
20-03-211-023-0000,755,E,40TH,ST,3408,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"755 E 40TH ST
CHICAGO, IL
(41.821518, -87.607616)"
20-03-211-028-0000,4008,S,COTTAGE GROVE,AVE,3925,4,GRAND BOULEVARD,RM-5/C1-3,43rd/Cottage Grove,"4008 S COTTAGE GROVE AVE
CHICAGO, IL
(41.82115, -87.606811)"
20-03-211-030-0000,4012,S,COTTAGE GROVE,AVE,3494,4,GRAND BOULEVARD,RM-5/C1-3,43rd/Cottage Grove,"4012 S COTTAGE GROVE AVE
CHICAGO, IL
(41.821036, -87.60681)"
20-03-212-038-0000,444,E,BOWEN,AVE,2423,3,GRAND BOULEVARD,RT-4,41st/King,"444 E BOWEN AVE
CHICAGO, IL
(41.819379, -87.614876)"
20-03-214-027-0000,604,E,BOWEN,AVE,2618,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"604 E BOWEN AVE
CHICAGO, IL
(41.819427, -87.611541)"
20-03-214-031-0000,612,E,BOWEN,AVE,3629,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"612 E BOWEN AVE
CHICAGO, IL
(41.819435, -87.611202)"
20-03-214-035-0000,622,E,BOWEN,AVE,2208,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"622 E BOWEN AVE
CHICAGO, IL
(41.819443, -87.610909)"
20-03-214-044-0000,644,S,BOWEN,,3391,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"644 S BOWEN
CHICAGO, IL
(41.819447, -87.610734)"
20-03-215-015-0000,710,E,BOWEN,AVE,3012,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"710 E BOWEN AVE
CHICAGO, IL
(41.819476, -87.60904)"
20-03-215-020-0000,739,E,41ST,ST,2244,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"739 E 41ST ST
CHICAGO, IL
(41.820365, -87.607953)"
20-03-215-021-0000,741,E,41ST,ST,1239,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"741 E 41ST ST
CHICAGO, IL
(41.820371, -87.607806)"
20-03-215-022-0000,743,E,41ST,ST,922,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"743 E 41ST ST
CHICAGO, IL
(41.820373, -87.607728)"
20-03-216-014-0000,451,E,BOWEN,AVE,2484,3,GRAND BOULEVARD,RT-4,47th/King,"451 E BOWEN AVE
CHICAGO, IL
(41.819388, -87.614537)"
20-03-217-003-0000,4159,S,VINCENNES,AVE,3846,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4159 S VINCENNES AVE
CHICAGO, IL
(41.819014, -87.613659)"
20-03-217-004-0000,4159,S,VINCENNES,AVE,7908,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4159 S VINCENNES AVE
CHICAGO, IL
(41.819014, -87.613659)"
20-03-217-005-0000,515,S,BOWEN,AVE,3341,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"515 S BOWEN AVE
CHICAGO, IL
(41.819414, -87.613011)"
20-03-217-016-0000,537,E,BOWEN,AVE,2325,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"537 E BOWEN AVE
CHICAGO, IL
(41.819418, -87.61204)"
20-03-217-018-0000,541,E,BOWEN,AVE,2030,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"541 E BOWEN AVE
CHICAGO, IL
(41.819412, -87.612565)"
20-03-217-029-0000,4143,S,VINCENNES,AVE,457,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819037, -87.613655)"
20-03-217-030-0000,4143,S,VINCENNES,AVE,3739,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819037, -87.613655)"
20-03-217-031-0000,4143,S,VINCENNES,AVE,3994,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819037, -87.613655)"
20-03-217-032-0000,4143,S,VINCENNES,AVE,4091,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819037, -87.613655)"
20-03-217-033-0000,4143,S,VINCENNES,AVE,4349,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819037, -87.613655)"
20-03-217-034-0000,4143,S,VINCENNES,AVE,1265,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819037, -87.613655)"
20-03-218-030-0000,602,E,42ND,ST,2740,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"602 E 42ND ST
CHICAGO, IL
(41.81853, -87.61165)"
20-03-219-001-0000,4135,S,LANGLEY,AVE,2087,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4135 S LANGLEY AVE
CHICAGO, IL
(41.819308, -87.609246)"
20-03-219-003-0000,4139,S,LANGLEY,AVE,1563,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4139 S LANGLEY AVE
CHICAGO, IL
(41.819186, -87.609241)"
20-03-219-006-0000,4145,S,LANGLEY,AVE,1426,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4145 S LANGLEY AVE
CHICAGO, IL
(41.819026, -87.609234)"
20-03-219-007-0000,4147,S,LANGLEY,AVE,1427,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4147 S LANGLEY AVE
CHICAGO, IL
(41.818976, -87.609234)"
20-03-219-008-0000,4149,S,LANGLEY,AVE,1438,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4149 S LANGLEY AVE
CHICAGO, IL
(41.818927, -87.609233)"
20-03-219-009-0000,4151,S,LANGLEY,AVE,1426,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4151 S LANGLEY AVE
CHICAGO, IL
(41.818846, -87.609232)"
20-03-219-010-0000,4153,S,LANGLEY,AVE,1432,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4153 S LANGLEY AVE
CHICAGO, IL
(41.818793, -87.609232)"
20-03-219-014-0000,709,E,BOWEN,AVE,2249,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"709 E BOWEN AVE
CHICAGO, IL
(41.819478, -87.608801)"
20-03-219-025-0000,706,E,42ND,ST,1129,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"706 E 42ND ST
CHICAGO, IL
(41.81859, -87.608774)"
20-03-219-026-0000,708,E,42ND,ST,2217,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"708 E 42ND ST
CHICAGO, IL
(41.818592, -87.608717)"
20-03-219-035-0000,724,E,42ND,ST,5016,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"724 E 42ND ST
CHICAGO, IL
(41.818609, -87.60798)"
20-03-220-023-0000,426,E,42ND,PL,3073,3,GRAND BOULEVARD,RM-5,47th/King,"426 E 42ND PL
CHICAGO, IL
(41.81754, -87.615432)"
20-03-220-028-0000,436,E,42ND,PL,2089,3,GRAND BOULEVARD,RM-5,47th/King,"436 E 42ND PL
CHICAGO, IL
(41.817548, -87.615098)"
20-03-220-034-0000,4200,S,VINCENNES,AVE,4232,3,GRAND BOULEVARD,RT-4,47th/King,"4200 S VINCENNES AVE
CHICAGO, IL
(41.818494, -87.613768)"
20-03-222-010-0000,421,E,42ND,PL,3075,3,GRAND BOULEVARD,RM-5,47th/King,"421 E 42ND PL
CHICAGO, IL
(41.817533, -87.615699)"
20-03-222-011-0000,423,E,42ND,PL,3077,3,GRAND BOULEVARD,RM-5,47th/King,"423 E 42ND PL
CHICAGO, IL
(41.817535, -87.615608)"
20-03-222-015-0000,433,E,42ND,PL,3169,3,GRAND BOULEVARD,RM-5,47th/King,"433 E 42ND PL
CHICAGO, IL
(41.817545, -87.615235)"
20-03-222-017-0000,437,E,42ND,PL,3075,3,GRAND BOULEVARD,RM-5,47th/King,"437 E 42ND PL
CHICAGO, IL
(41.817549, -87.615057)"
20-03-222-018-0000,441,E,42ND,PL,3075,3,GRAND BOULEVARD,RM-5,47th/King,"441 E 42ND PL
CHICAGO, IL
(41.817551, -87.61497)"
20-03-222-019-0000,443,E,42ND,PL,3078,3,GRAND BOULEVARD,RM-5,47th/King,"443 E 42ND PL
CHICAGO, IL
(41.817553, -87.614889)"
20-03-222-021-0000,447,E,42ND,PL,3431,3,GRAND BOULEVARD,RM-5,47th/King,"447 E 42ND PL
CHICAGO, IL
(41.817558, -87.614688)"
20-03-222-029-0000,442,E,43RD,ST,3076,3,GRAND BOULEVARD,B3-3,47th/King,"442 E 43RD ST
CHICAGO, IL
(41.816692, -87.614867)"
20-03-222-030-0000,442,E,43RD,ST,3657,3,GRAND BOULEVARD,B3-3,47th/King,"442 E 43RD ST
CHICAGO, IL
(41.816692, -87.614867)"
20-03-222-031-0000,4236,S,VINCENNES,AVE,6799,3,GRAND BOULEVARD,RM-5,47th/King,"4236 S VINCENNES AVE
CHICAGO, IL
(41.817407, -87.613995)"
20-03-223-001-0000,4235,S,VINCENNES,AVE,5527,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"4235 S VINCENNES AVE
CHICAGO, IL
(41.817494, -87.613978)"
20-03-223-015-0000,535,E,42ND,PL,3064,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"535 E 42ND PL
CHICAGO, IL
(41.817636, -87.612525)"
20-03-223-020-0000,522,E,43RD,ST,3362,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"522 E 43RD ST
CHICAGO, IL
(41.816724, -87.613182)"
20-03-223-024-0000,532,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"532 E 43RD ST
CHICAGO, IL
(41.816727, -87.612787)"
20-03-223-025-0000,536,E,43RD,ST,3058,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"536 E 43RD ST
CHICAGO, IL
(41.816732, -87.612593)"
20-03-223-026-0000,540,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"540 E 43RD ST
CHICAGO, IL
(41.816735, -87.612511)"
20-03-223-027-0000,542,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"542 E 43RD ST
CHICAGO, IL
(41.816738, -87.612408)"
20-03-223-028-0000,544,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"544 E 43RD ST
CHICAGO, IL
(41.81674, -87.612328)"
20-03-223-030-0000,4236,S,ST LAWRENCE,AVE,2592,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4236 S ST LAWRENCE AVE
CHICAGO, IL
(41.817486, -87.61168)"
20-03-223-033-0000,4242,S,ST LAWRENCE,AVE,2589,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4242 S ST LAWRENCE AVE
CHICAGO, IL
(41.817287, -87.611668)"
20-03-223-034-0000,4244,S,ST LAWRENCE,AVE,2592,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4244 S ST LAWRENCE AVE
CHICAGO, IL
(41.81723, -87.611664)"
20-03-223-035-0000,4246,S,ST LAWRENCE,AVE,2589,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4246 S ST LAWRENCE AVE
CHICAGO, IL
(41.817287, -87.611668)"
20-03-223-038-0000,558,E,43RD,ST,6863,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"558 E 43RD ST
CHICAGO, IL
(41.816738, -87.612387)"
20-03-224-013-0000,4225,S,ST LAWRENCE,AVE,3203,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4225 S ST LAWRENCE AVE
CHICAGO, IL
(41.817735, -87.611692)"
20-03-224-015-0000,4231,S,ST LAWRENCE,AVE,3255,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4231 S ST LAWRENCE AVE
CHICAGO, IL
(41.81755, -87.611684)"
20-03-224-017-0000,4235,S,ST LAWRENCE,AVE,3257,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4235 S ST LAWRENCE AVE
CHICAGO, IL
(41.817459, -87.611678)"
20-03-224-026-0000,611,E,42ND,ST,1541,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"611 E 42ND ST
CHICAGO, IL
(41.81855, -87.61116)"
20-03-224-027-0000,613,E,42ND,ST,1710,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"613 E 42ND ST
CHICAGO, IL
(41.818551, -87.611097)"
20-03-224-034-0000,627,E,42ND,ST,1696,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"627 E 42ND ST
CHICAGO, IL
(41.818606, -87.608099)"
20-03-224-035-0000,4210,S,CHAMPLAIN,AVE,4668,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4210 S CHAMPLAIN AVE
CHICAGO, IL
(41.818129, -87.610438)"
20-03-224-036-0000,4214,S,CHAMPLAIN,AVE,2099,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4214 S CHAMPLAIN AVE
CHICAGO, IL
(41.818078, -87.610436)"
20-03-224-037-0000,4216,S,CHAMPLAIN,AVE,2099,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4216 S CHAMPLAIN AVE
CHICAGO, IL
(41.818034, -87.610435)"
20-03-224-038-0000,4218,S,CHAMPLAIN,AVE,2099,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4218 S CHAMPLAIN AVE
CHICAGO, IL
(41.817997, -87.610434)"
20-03-224-046-0000,4240,S,CHAMPLAIN,AVE,2762,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4240 S CHAMPLAIN AVE
CHICAGO, IL
(41.81743, -87.610417)"
20-03-224-047-0000,4248,S,CHAMPLAIN,AVE,2678,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4248 S CHAMPLAIN AVE
CHICAGO, IL
(41.817378, -87.610415)"
20-03-224-048-0000,612,E,43RD,ST,4080,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"612 E 43RD ST
CHICAGO, IL
(41.816762, -87.611)"
20-03-224-051-0000,620,E,43RD,ST,3557,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"620 E 43RD ST
CHICAGO, IL
(41.816769, -87.610737)"
20-03-225-002-0000,4209,S,CHAMPLAIN,AVE,2260,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4209 S CHAMPLAIN AVE
CHICAGO, IL
(41.818195, -87.61044)"
20-03-225-005-0000,4215,S,CHAMPLAIN,AVE,2259,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4215 S CHAMPLAIN AVE
CHICAGO, IL
(41.818081, -87.610436)"
20-03-225-010-0000,4231,S,CHAMPLAIN,AVE,3383,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4231 S CHAMPLAIN AVE
CHICAGO, IL
(41.81773, -87.610426)"
20-03-225-014-0000,4237,S,CHAMPLAIN,AVE,2420,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4237 S CHAMPLAIN AVE
CHICAGO, IL
(41.817415, -87.610416)"
20-03-225-022-0000,634,E,43RD,ST,3695,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"634 E 43RD ST
CHICAGO, IL
(41.816779, -87.610294)"
20-03-225-031-0000,4212,S,LANGLEY,AVE,2832,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4212 S LANGLEY AVE
CHICAGO, IL
(41.818191, -87.609214)"
20-03-225-035-0000,4222,S,LANGLEY,AVE,3371,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4222 S LANGLEY AVE
CHICAGO, IL
(41.817849, -87.6092)"
20-03-225-040-0000,4238,S,LANGLEY,AVE,3372,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4238 S LANGLEY AVE
CHICAGO, IL
(41.817615, -87.609191)"
20-03-225-041-0000,4240,S,LANGLEY,AVE,3369,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4240 S LANGLEY AVE
CHICAGO, IL
(41.81755, -87.609188)"
20-03-226-015-0000,4243,S,LANGLEY,AVE,3127,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4243 S LANGLEY AVE
CHICAGO, IL
(41.8173, -87.609178)"
20-03-226-022-0000,710,E,43RD,ST,289,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"710 E 43RD ST
CHICAGO, IL
(41.816814, -87.60859)"
20-03-226-054-0000,700,E,43RD,ST,2219,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"700 E 43RD ST
CHICAGO, IL
(41.816807, -87.608977)"
20-03-226-055-0000,702,E,43RD,ST,2232,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"702 E 43RD ST
CHICAGO, IL
(41.816809, -87.60888)"
20-03-227-031-0000,4232,S,COTTAGE GROVE,AVE,298,4,GRAND BOULEVARD,C1-3,43rd/Cottage Grove,"4232 S COTTAGE GROVE AVE
CHICAGO, IL
(41.817617, -87.606714)"
20-03-227-032-0000,4232,S,COTTAGE GROVE,AVE,3413,4,GRAND BOULEVARD,C1-3,43rd/Cottage Grove,"4232 S COTTAGE GROVE AVE
CHICAGO, IL
(41.817617, -87.606714)"
20-03-302-019-0000,4338,S,INDIANA,,4017,3,GRAND BOULEVARD,RM-5,47th/King,"4338 S INDIANA
CHICAGO, IL
(41.815786, -87.62137)"
20-03-302-020-0000,4344,S,INDIANA,,7228,3,GRAND BOULEVARD,RM-5,47th/King,"4344 S INDIANA
CHICAGO, IL
(41.815686, -87.621369)"
20-03-303-011-0000,4343,S,INDIANA,,3926,3,GRAND BOULEVARD,RM-5,47th/King,"4343 S INDIANA
CHICAGO, IL
(41.815719, -87.621369)"
20-03-303-015-0000,229,E,43RD,ST,9399,3,GRAND BOULEVARD,B3-3,47th/King,"229 E 43RD ST
CHICAGO, IL
(41.816598, -87.620855)"
20-03-303-019-0000,4322,S,PRAIRIE,AVE,5581,3,GRAND BOULEVARD,RM-5,47th/King,"4322 S PRAIRIE AVE
CHICAGO, IL
(41.815773, -87.619761)"
20-03-303-024-0000,4342,S,PRAIRIE,AVE,8211,3,GRAND BOULEVARD,RM-5,47th/King,"4342 S PRAIRIE AVE
CHICAGO, IL
(41.815246, -87.619745)"
20-03-303-026-0000,219,E,43RD,ST,6029,3,GRAND BOULEVARD,B3-3,47th/King,"219 E 43RD ST
CHICAGO, IL
(41.816592, -87.621043)"
20-03-303-027-0000,221,E,43RD,ST,3207,3,GRAND BOULEVARD,B3-3,47th/King,"221 E 43RD ST
CHICAGO, IL
(41.816607, -87.620454)"
20-03-304-003-0000,4309,S,PRAIRIE,AVE,2348,3,GRAND BOULEVARD,RM-5,47th/King,"4309 S PRAIRIE AVE
CHICAGO, IL
(41.816169, -87.619773)"
20-03-304-004-0000,4311,S,PRAIRIE,AVE,2220,3,GRAND BOULEVARD,RM-5,47th/King,"4311 S PRAIRIE AVE
CHICAGO, IL
(41.816162, -87.619773)"
20-03-304-008-0000,4319,S,PRAIRIE,AVE,2350,3,GRAND BOULEVARD,RM-5,47th/King,"4319 S PRAIRIE AVE
CHICAGO, IL
(41.81596, -87.619767)"
20-03-304-011-0000,4325,S,PRAIRIE,,2353,3,GRAND BOULEVARD,RM-5,47th/King,"4325 S PRAIRIE
CHICAGO, IL
"
20-03-304-013-0000,4329,S,PRAIRIE,AVE,2710,3,GRAND BOULEVARD,RM-5,47th/King,"4329 S PRAIRIE AVE
CHICAGO, IL
(41.815703, -87.619759)"
20-03-304-019-0000,4343,S,PRAIRIE,AVE,3389,3,GRAND BOULEVARD,RM-5,47th/King,"4343 S PRAIRIE AVE
CHICAGO, IL
(41.815309, -87.619747)"
20-03-304-020-0000,4345,S,PRAIRIE,AVE,3386,3,GRAND BOULEVARD,RM-5,47th/King,"4345 S PRAIRIE AVE
CHICAGO, IL
(41.815803, -87.619762)"
20-03-304-021-0000,4349,S,PRAIRIE,AVE,6775,3,GRAND BOULEVARD,RM-5,47th/King,"4349 S PRAIRIE AVE
CHICAGO, IL
(41.815241, -87.619745)"
20-03-304-022-0000,4349,S,PRAIRIE,AVE,3388,3,GRAND BOULEVARD,RM-5,47th/King,"4349 S PRAIRIE AVE
CHICAGO, IL
(41.815241, -87.619745)"
20-03-304-023-0000,4357,S,PRAIRIE,AVE,6762,3,GRAND BOULEVARD,RM-5,47th/King,"4357 S PRAIRIE AVE
CHICAGO, IL
(41.814909, -87.619734)"
20-03-304-024-0000,319,E,43RD,ST,12909,3,GRAND BOULEVARD,RM-5,47th/King,"319 E 43RD ST
CHICAGO, IL
(41.816625, -87.619063)"
20-03-304-025-0000,4310,S,CALUMET,AVE,3098,3,GRAND BOULEVARD,RM-5,47th/King,"4310 S CALUMET AVE
CHICAGO, IL
(41.816206, -87.618313)"
20-03-304-026-0000,4312,S,CALUMET,AVE,3097,3,GRAND BOULEVARD,RM-5,47th/King,"4312 S CALUMET AVE
CHICAGO, IL
(41.816142, -87.618312)"
